id;start_date;updated_date;survey_id;status;device_type;1_¿Qué museo acabas de visitar?;2_La recepción y atención al público;3_La información: paneles, folletos, cartelas ...;4_El confort, el orden y la limpieza en la visita;5_La adaptación a visitantes con discapacidad ;6_Teniendo en cuenta toda su experiencia, ¿cuál es su valoración global con la visita  en una escala de 0 a 10, siendo “0”, totalmente insatisfactoria y “10”, totalmente satisfactoria;7_Nos encantaría recibir sus observaciones, comentarios o recomendaciones para ayudarnos a mejorar el servicio;8_¿Cuál es su grupo de edad?;9_¿Cuál es su sexo?
40691837;2023-10-26 12:11:14;2023-10-26 12:11:38;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 41 a 65 años;Masculino
40691839;2023-10-26 12:11:38;2023-10-27 10:29:16;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 18 a 25 años;Otro
40703371;2023-10-27 10:29:16;2023-10-27 10:29:46;311750;Completa;Desktop;Historia de Madrid;10;8;10;9;9;;De 26 a 40 años;
40703373;2023-10-27 10:29:46;2023-10-27 10:30:49;311750;Completa;Desktop;Historia de Madrid;6;8;8;10;7;;De 26 a 40 años;Femenino
40703378;2023-10-27 10:30:49;2023-10-27 10:31:24;311750;Completa;Desktop;Historia de Madrid;9;6;7;;9;;De 41 a 65 años;Masculino
40703381;2023-10-27 10:31:24;2023-10-27 10:32:44;311750;Completa;Desktop;Historia de Madrid;10;10;10;;9;;De 41 a 65 años;Masculino
40703385;2023-10-27 10:32:44;2023-10-27 10:33:09;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 41 a 65 años;Femenino
40703388;2023-10-27 10:33:09;2023-10-27 10:33:33;311750;Completa;Desktop;Historia de Madrid;9;9;9;;9;;De 66 o más años;Masculino
40703392;2023-10-27 10:33:33;2023-10-27 10:34:05;311750;Completa;Desktop;Historia de Madrid;8;5;3;;5;;De 26 a 40 años;Masculino
40703394;2023-10-27 10:34:05;2023-10-27 10:34:33;311750;Completa;Desktop;Historia de Madrid;10;10;10;9;10;;De 41 a 65 años;Femenino
40703396;2023-10-27 10:34:33;2023-10-27 10:35:34;311750;Completa;Desktop;Historia de Madrid;7;7;10;;6;;De 26 a 40 años;Femenino
40703398;2023-10-27 10:35:35;2023-10-27 10:35:55;311750;Completa;Desktop;Historia de Madrid;9;9;10;;10;;De 26 a 40 años;Femenino
40703402;2023-10-27 10:35:55;2023-10-30 16:08:48;311750;Completa;Desktop;Historia de Madrid;10;10;10;;10;;De 26 a 40 años;Masculino
40726030;2023-10-29 15:19:07;2023-10-29 15:20:15;311750;Completa;Mobile;Templo de Debod;10;;9;4;9;;De 41 a 65 años;Femenino
40726300;2023-10-29 16:45:45;2023-10-29 16:47:19;311750;Completa;Mobile;Historia de Madrid;9;;10;10;10;Rien à préconiser ;De 41 a 65 años;Masculino
40726302;2023-10-29 16:47:18;2023-10-29 16:47:30;311750;Completa;Mobile;Historia de Madrid;;;;;;;;
40726303;2023-10-29 16:47:29;2023-10-29 16:47:40;311750;Completa;Mobile;Historia de Madrid;;;;;;;;
40726304;2023-10-29 16:47:39;2023-10-29 16:47:52;311750;Completa;Mobile;San Isidro. Los Orígenes de Madrid;;;;;;;;
40726305;2023-10-29 16:47:51;2023-10-29 16:48:26;311750;Completa;Mobile;Historia de Madrid;9;;10;;10;Rien;De 41 a 65 años;Masculino
40731915;2023-10-30 16:08:48;2023-10-30 16:09:19;311750;Completa;Desktop;Historia de Madrid;10;10;10;8;9;;De 18 a 25 años;
40731920;2023-10-30 16:09:19;2023-10-30 16:09:39;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 26 a 40 años;
40731921;2023-10-30 16:09:39;2023-10-30 16:10:08;311750;Completa;Desktop;Historia de Madrid;10;8;10;10;9;;De 26 a 40 años;Masculino
40731930;2023-10-30 16:10:08;2023-10-30 16:10:24;311750;Completa;Desktop;Historia de Madrid;10;10;10;;;;;
40731934;2023-10-30 16:10:24;2023-10-30 16:10:53;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 18 a 25 años;Masculino
40731940;2023-10-30 16:10:53;2023-10-30 16:11:10;311750;Completa;Desktop;Historia de Madrid;10;10;10;;;;;
40731947;2023-10-30 16:11:10;2023-10-30 16:11:35;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 66 o más años;Masculino
40731953;2023-10-30 16:11:36;2023-10-30 16:11:57;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 41 a 65 años;Femenino
40731961;2023-10-30 16:11:57;2023-10-30 16:12:21;311750;Completa;Desktop;Historia de Madrid;8;9;10;10;9;;De 26 a 40 años;Masculino
40731968;2023-10-30 16:12:21;2023-10-30 16:13:22;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 41 a 65 años;Femenino
40731987;2023-10-30 16:13:22;2023-10-30 16:13:43;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 41 a 65 años;Femenino
40731992;2023-10-30 16:13:43;2023-10-30 16:14:10;311750;Completa;Desktop;Historia de Madrid;9;8;7;9;9;;De 41 a 65 años;Masculino
40732001;2023-10-30 16:14:10;2023-10-30 16:14:39;311750;Completa;Desktop;Historia de Madrid;9;9;9;8;10;;De 66 o más años;Femenino
40732009;2023-10-30 16:14:39;2023-10-30 16:15:07;311750;Completa;Desktop;Historia de Madrid;9;10;10;8;8;;De 26 a 40 años;Femenino
40732014;2023-10-30 16:15:07;2023-10-30 16:15:30;311750;Completa;Desktop;Historia de Madrid;10;10;10;;10;;De 41 a 65 años;Femenino
40732019;2023-10-30 16:15:30;2023-10-30 16:15:53;311750;Completa;Desktop;Historia de Madrid;8;9;10;7;8;;Menos de 18 años;Femenino
40732024;2023-10-30 16:15:53;2023-10-30 16:16:14;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 26 a 40 años;
40732030;2023-10-30 16:16:14;2023-10-30 16:22:14;311750;Completa;Desktop;Historia de Madrid;9;10;10;8;9;;De 41 a 65 años;Femenino
40732096;2023-10-30 16:22:14;2023-10-30 16:22:40;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;9;;De 18 a 25 años;Femenino
40732103;2023-10-30 16:22:40;2023-10-30 16:22:55;311750;Completa;Desktop;Historia de Madrid;10;10;10;;;;;
40732105;2023-10-30 16:22:55;2023-10-30 16:23:16;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;Menos de 18 años;Masculino
40732110;2023-10-30 16:23:16;2023-10-30 16:23:38;311750;Completa;Desktop;Historia de Madrid;9;10;10;10;10;;De 18 a 25 años;Femenino
40732115;2023-10-30 16:23:38;2023-10-30 16:24:02;311750;Completa;Desktop;Historia de Madrid;10;8;10;;9;;De 41 a 65 años;Femenino
40732120;2023-10-30 16:24:02;2023-10-30 16:24:17;311750;Completa;Desktop;Historia de Madrid;9;9;10;;;;;
40732125;2023-10-30 16:24:17;2023-10-30 16:24:42;311750;Completa;Desktop;Historia de Madrid;7;8;9;3;8;;De 66 o más años;Masculino
40732129;2023-10-30 16:24:42;2023-10-30 16:28:34;311750;Completa;Desktop;Historia de Madrid;9;4;9;9;9;;De 26 a 40 años;Femenino
40732181;2023-10-30 16:28:34;2023-10-30 16:29:07;311750;Completa;Desktop;Historia de Madrid;8;8;10;;;;;
40732187;2023-10-30 16:29:07;2023-10-30 16:29:38;311750;Completa;Desktop;Historia de Madrid;8;5;10;10;10;;De 26 a 40 años;Femenino
40732195;2023-10-30 16:29:38;2023-10-30 16:30:04;311750;Completa;Desktop;Historia de Madrid;8;7;10;9;8;;Menos de 18 años;Masculino
40732204;2023-10-30 16:30:04;2023-10-30 16:31:29;311750;Completa;Desktop;Historia de Madrid;8;7;10;10;8;;Menos de 18 años;Femenino
40732229;2023-10-30 16:31:29;2023-10-30 16:32:03;311750;Completa;Desktop;Historia de Madrid;8;9;10;5;8;;De 41 a 65 años;Masculino
40732237;2023-10-30 16:32:03;2023-10-30 16:32:24;311750;Completa;Desktop;Historia de Madrid;10;10;10;;;;De 41 a 65 años;Femenino
40732241;2023-10-30 16:32:24;2023-10-30 16:32:51;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 26 a 40 años;Masculino
40732249;2023-10-30 16:32:51;2023-10-30 16:33:18;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 18 a 25 años;Masculino
40732256;2023-10-30 16:33:18;2023-10-30 16:33:54;311750;Completa;Desktop;Historia de Madrid;8;9;10;;9;;De 26 a 40 años;Femenino
40732264;2023-10-30 16:33:54;2023-10-30 16:35:04;311750;Completa;Desktop;Historia de Madrid;8;8;10;;8;;;Masculino
40732281;2023-10-30 16:35:04;2023-10-30 16:36:14;311750;Completa;Desktop;Historia de Madrid;;9;9;10;10;;De 66 o más años;Masculino
40732301;2023-10-30 16:36:14;2023-10-30 16:36:46;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 66 o más años;Femenino
40732308;2023-10-30 16:36:46;2023-10-30 16:37:16;311750;Completa;Desktop;Historia de Madrid;;10;10;10;10;;De 18 a 25 años;
40732313;2023-10-30 16:37:16;2023-10-30 16:38:02;311750;Completa;Desktop;Historia de Madrid;8;10;10;10;10;;De 26 a 40 años;Femenino
40732330;2023-10-30 16:38:02;2023-10-30 16:38:20;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 26 a 40 años;Femenino
40732332;2023-10-30 16:38:20;2023-10-30 16:38:37;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 41 a 65 años;Femenino
40732335;2023-10-30 16:38:37;2023-10-30 16:38:59;311750;Completa;Desktop;Historia de Madrid;10;8;10;10;9;;De 18 a 25 años;
40732340;2023-10-30 16:38:59;2023-10-30 16:39:23;311750;Completa;Desktop;Historia de Madrid;10;10;10;;;;;
40732348;2023-10-30 16:39:23;2023-10-30 16:39:58;311750;Completa;Desktop;Historia de Madrid;9;8;9;9;4;;De 41 a 65 años;Femenino
40732360;2023-10-30 16:39:58;2023-10-30 16:40:17;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 41 a 65 años;Femenino
40732365;2023-10-30 16:40:17;2023-10-30 16:40:43;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 26 a 40 años;Otro
40732374;2023-10-30 16:40:43;2023-10-30 16:41:06;311750;Completa;Desktop;Historia de Madrid;10;9;10;9;10;;De 26 a 40 años;Femenino
40732379;2023-10-30 16:41:07;2023-10-30 16:41:30;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 41 a 65 años;
40732382;2023-10-30 16:41:30;2023-10-30 16:41:51;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 26 a 40 años;Masculino
40732388;2023-10-30 16:41:51;2023-10-30 16:42:14;311750;Completa;Desktop;Historia de Madrid;8;9;10;9;9;;De 41 a 65 años;Femenino
40732395;2023-10-30 16:42:14;2023-10-30 16:42:49;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 26 a 40 años;
40732399;2023-10-30 16:42:49;2023-10-30 16:43:34;311750;Completa;Desktop;Historia de Madrid;9;4;9;9;9;;De 26 a 40 años;Femenino
40732408;2023-10-30 16:43:34;2023-10-30 16:43:54;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 41 a 65 años;Femenino
40732410;2023-10-30 16:43:54;2023-10-30 16:44:20;311750;Completa;Desktop;Historia de Madrid;8;7;10;;8;;De 41 a 65 años;Masculino
40732417;2023-10-30 16:44:20;2023-10-30 16:44:47;311750;Completa;Desktop;Historia de Madrid;9;10;10;8;10;;De 41 a 65 años;Masculino
40732421;2023-10-30 16:44:47;2023-10-30 16:45:12;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;;
40732426;2023-10-30 16:45:12;2023-10-30 16:45:39;311750;Completa;Desktop;Historia de Madrid;10;9;10;7;9;;De 66 o más años;Otro
40732430;2023-10-30 16:45:39;2023-10-30 16:46:02;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 26 a 40 años;Masculino
40732434;2023-10-30 16:46:02;2023-10-30 16:46:29;311750;Completa;Desktop;Historia de Madrid;9;9;10;7;9;;De 26 a 40 años;Femenino
40732437;2023-10-30 16:46:29;2023-10-30 16:46:48;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 26 a 40 años;Masculino
40732440;2023-10-30 16:46:48;2023-11-03 13:49:08;311750;Completa;Desktop;Historia de Madrid;7;4;5;5;5;;De 26 a 40 años;Masculino
40764294;2023-11-01 17:21:41;2023-11-01 17:21:54;311750;Parcial;Mobile;San Antonio de la Florida;10;;;;;;;
40796167;2023-11-03 13:49:08;2023-11-03 13:49:34;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 41 a 65 años;Femenino
40796170;2023-11-03 13:49:34;2023-11-03 13:50:04;311750;Completa;Desktop;Historia de Madrid;10;9;10;10;9;;De 18 a 25 años;Masculino
40796176;2023-11-03 13:50:04;2023-11-03 13:50:25;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 26 a 40 años;Femenino
40796180;2023-11-03 13:50:25;2023-11-03 13:50:45;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 26 a 40 años;
40796181;2023-11-03 13:50:45;2023-11-03 13:51:08;311750;Completa;Desktop;Historia de Madrid;10;9;9;9;9;;De 26 a 40 años;
40796185;2023-11-03 13:51:08;2023-11-03 13:51:36;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;Menos de 18 años;Femenino
40796189;2023-11-03 13:51:37;2023-11-03 13:52:08;311750;Completa;Desktop;Historia de Madrid;9;6;10;10;10;;De 18 a 25 años;Femenino
40796193;2023-11-03 13:52:08;2023-11-03 13:52:35;311750;Completa;Desktop;Historia de Madrid;10;10;10;;10;;De 41 a 65 años;Femenino
40796199;2023-11-03 13:52:35;2023-11-03 13:52:58;311750;Completa;Desktop;Historia de Madrid;9;10;10;;10;;De 41 a 65 años;
40796206;2023-11-03 13:52:58;2023-11-03 13:53:32;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 41 a 65 años;Femenino
40796209;2023-11-03 13:53:32;2023-11-03 13:53:58;311750;Completa;Desktop;Historia de Madrid;10;9;10;9;10;;De 26 a 40 años;Masculino
40796216;2023-11-03 13:53:58;2023-11-03 13:54:19;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 41 a 65 años;Femenino
40796219;2023-11-03 13:54:19;2023-11-03 13:54:44;311750;Completa;Desktop;Historia de Madrid;10;7;10;9;9;;De 26 a 40 años;Femenino
40796221;2023-11-03 13:54:44;2023-11-03 13:55:20;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 26 a 40 años;Masculino
40796224;2023-11-03 13:55:20;2023-11-03 13:55:43;311750;Completa;Desktop;Historia de Madrid;10;10;10;8;9;;De 18 a 25 años;Femenino
40796228;2023-11-03 13:55:43;2023-11-03 13:56:09;311750;Completa;Desktop;Historia de Madrid;10;10;10;;10;;De 41 a 65 años;
40796229;2023-11-03 13:56:09;2023-11-03 13:56:28;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 41 a 65 años;
40796232;2023-11-03 13:56:28;2023-11-03 13:56:52;311750;Completa;Desktop;Historia de Madrid;7;9;8;10;8;;Menos de 18 años;Masculino
40796235;2023-11-03 13:56:52;2023-11-03 13:57:14;311750;Completa;Desktop;Historia de Madrid;10;10;9;10;10;;De 26 a 40 años;Masculino
40796237;2023-11-03 13:57:14;2023-11-03 13:57:40;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 66 o más años;Masculino
40796241;2023-11-03 13:57:40;2023-11-03 13:58:05;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 66 o más años;Femenino
40796242;2023-11-03 13:58:05;2023-11-03 13:58:35;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 66 o más años;Masculino
40796244;2023-11-03 13:58:35;2023-11-03 13:58:52;311750;Completa;Desktop;Historia de Madrid;10;10;10;;;;;
40796246;2023-11-03 13:58:52;2023-11-03 13:59:11;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 66 o más años;Femenino
40796251;2023-11-03 13:59:11;2023-11-03 13:59:32;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 41 a 65 años;Femenino
40796255;2023-11-03 13:59:32;2023-11-03 13:59:53;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 66 o más años;
40796257;2023-11-03 13:59:53;2023-11-03 14:00:19;311750;Completa;Desktop;Historia de Madrid;7;7;9;8;9;;De 26 a 40 años;Femenino
40796260;2023-11-03 14:00:19;2023-11-03 14:00:50;311750;Completa;Desktop;Historia de Madrid;10;10;10;;10;;De 41 a 65 años;Femenino
40796289;2023-11-03 14:00:50;2023-11-03 14:01:21;311750;Completa;Desktop;Historia de Madrid;9;9;9;10;9;;De 26 a 40 años;Femenino
40796292;2023-11-03 14:01:21;2023-11-03 14:01:49;311750;Completa;Desktop;Historia de Madrid;7;7;8;;8;;De 26 a 40 años;Femenino
40796296;2023-11-03 14:01:49;2023-11-03 14:02:11;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 41 a 65 años;Femenino
40796299;2023-11-03 14:02:11;2023-11-03 14:02:33;311750;Completa;Desktop;Historia de Madrid;8;8;9;;9;;Menos de 18 años;Femenino
40796301;2023-11-03 14:02:33;2023-11-03 14:02:55;311750;Completa;Desktop;Historia de Madrid;8;8;;10;9;;Menos de 18 años;Femenino
40796305;2023-11-03 14:02:55;2023-11-03 14:03:17;311750;Completa;Desktop;Historia de Madrid;10;8;10;;9;;De 18 a 25 años;
40796307;2023-11-03 14:03:17;2023-11-03 14:03:40;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 66 o más años;Masculino
40796309;2023-11-03 14:03:30;2023-11-03 14:03:40;311750;Parcial;Mobile;Historia de Madrid;;;;;;;;
40796310;2023-11-03 14:03:40;2023-11-03 14:04:07;311750;Completa;Desktop;Historia de Madrid;9;7;9;10;8;;De 18 a 25 años;
40796313;2023-11-03 14:04:07;2023-11-03 14:04:33;311750;Completa;Desktop;Historia de Madrid;9;7;9;10;8;;De 18 a 25 años;Masculino
40796319;2023-11-03 14:04:33;2023-11-03 14:04:55;311750;Completa;Desktop;Historia de Madrid;9;9;9;;8;;De 26 a 40 años;Masculino
40796321;2023-11-03 14:04:55;2023-11-03 14:05:15;311750;Completa;Desktop;Historia de Madrid;;;;;10;;De 41 a 65 años;Masculino
40796326;2023-11-03 14:05:15;2023-11-03 14:05:29;311750;Completa;Desktop;Historia de Madrid;10;10;10;;;;;
40796330;2023-11-03 14:05:29;2023-11-03 14:05:55;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 41 a 65 años;
40796333;2023-11-03 14:05:55;2023-11-03 14:06:24;311750;Completa;Desktop;Historia de Madrid;3;9;10;9;8;;De 26 a 40 años;Femenino
40796337;2023-11-03 14:06:24;2023-11-03 14:06:50;311750;Completa;Desktop;Historia de Madrid;10;10;10;9;9;;De 41 a 65 años;Femenino
40796342;2023-11-03 14:06:50;2023-11-03 14:07:12;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 66 o más años;Masculino
40796346;2023-11-03 14:07:12;2023-11-03 14:07:38;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 66 o más años;Femenino
40796353;2023-11-03 14:07:39;2023-11-03 14:07:59;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 41 a 65 años;Masculino
40796355;2023-11-03 14:07:59;2023-11-03 14:08:20;311750;Completa;Desktop;Historia de Madrid;10;10;10;;10;;De 26 a 40 años;
40796357;2023-11-03 14:08:20;2023-11-03 14:08:58;311750;Completa;Desktop;Historia de Madrid;10;9;10;10;9;;De 41 a 65 años;Masculino
40796364;2023-11-03 14:08:58;2023-11-03 14:09:28;311750;Completa;Desktop;Historia de Madrid;8;8;10;;9;;Menos de 18 años;Femenino
40796367;2023-11-03 14:09:28;2023-11-03 14:09:54;311750;Completa;Desktop;Historia de Madrid;8;6;9;8;8;;De 41 a 65 años;Femenino
40796369;2023-11-03 14:09:54;2023-11-03 14:10:25;311750;Completa;Desktop;Historia de Madrid;10;10;9;10;10;;De 18 a 25 años;Masculino
40796372;2023-11-03 14:10:25;2023-11-03 14:10:49;311750;Completa;Desktop;Historia de Madrid;10;8;10;10;10;;De 18 a 25 años;Masculino
40796376;2023-11-03 14:10:49;2023-11-03 14:11:17;311750;Completa;Desktop;Historia de Madrid;10;10;10;;10;;De 41 a 65 años;Femenino
40796381;2023-11-03 14:11:18;2023-11-03 14:11:40;311750;Completa;Desktop;Historia de Madrid;10;10;10;;10;;De 41 a 65 años;Masculino
40796385;2023-11-03 14:11:40;2023-11-03 14:12:09;311750;Completa;Desktop;Historia de Madrid;9;7;10;9;7;;De 18 a 25 años;Femenino
40796391;2023-11-03 14:12:09;2023-11-03 14:12:38;311750;Completa;Desktop;Historia de Madrid;8;9;8;7;9;;Menos de 18 años;
40796398;2023-11-03 14:12:38;2023-11-03 14:12:59;311750;Completa;Desktop;Historia de Madrid;9;8;10;;9;;De 41 a 65 años;Femenino
40796407;2023-11-03 14:12:59;2023-11-03 14:13:17;311750;Completa;Desktop;Historia de Madrid;8;10;10;;;;;
40796413;2023-11-03 14:13:17;2023-11-03 14:13:37;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 26 a 40 años;Femenino
40796418;2023-11-03 14:13:37;2023-11-03 14:14:11;311750;Completa;Desktop;Historia de Madrid;10;9;10;10;9;;De 41 a 65 años;Masculino
40796426;2023-11-03 14:14:11;2023-11-03 14:14:49;311750;Completa;Desktop;Historia de Madrid;8;8;10;;9;;Menos de 18 años;
40796438;2023-11-03 14:14:49;2023-11-03 14:15:21;311750;Completa;Desktop;Historia de Madrid;10;7;10;;8;;De 26 a 40 años;Masculino
40796444;2023-11-03 14:15:22;2023-11-03 14:15:47;311750;Completa;Desktop;Historia de Madrid;10;9;10;8;;;De 26 a 40 años;Masculino
40796449;2023-11-03 14:15:47;2023-11-07 07:56:15;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 26 a 40 años;Femenino
40829285;2023-11-07 07:56:16;2023-11-07 07:56:39;311750;Completa;Desktop;Historia de Madrid;10;9;7;10;8;;De 26 a 40 años;Otro
40829288;2023-11-07 07:56:40;2023-11-07 07:57:02;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 18 a 25 años;Femenino
40829290;2023-11-07 07:57:04;2023-11-07 07:57:50;311750;Completa;Desktop;Historia de Madrid;10;10;10;;10;;De 41 a 65 años;Masculino
40829291;2023-11-07 07:57:51;2023-11-07 07:58:10;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 18 a 25 años;Masculino
40829292;2023-11-07 07:58:11;2023-11-07 07:59:12;311750;Completa;Desktop;Historia de Madrid;7;6;8;;6;;De 66 o más años;Masculino
40829294;2023-11-07 07:59:12;2023-11-07 08:01:09;311750;Completa;Desktop;Historia de Madrid;9;7;9;8;9;;De 18 a 25 años;Femenino
40829298;2023-11-07 08:01:09;2023-11-07 08:01:32;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 66 o más años;Masculino
40829299;2023-11-07 08:01:32;2023-11-07 08:02:10;311750;Completa;Desktop;Historia de Madrid;9;7;9;9;9;;De 41 a 65 años;
40829300;2023-11-07 08:02:10;2023-11-07 08:02:51;311750;Completa;Desktop;Historia de Madrid;10;;8;10;9;;De 26 a 40 años;Otro
40829302;2023-11-07 08:02:51;2023-11-07 08:03:20;311750;Completa;Desktop;Historia de Madrid;8;9;10;8;9;;De 26 a 40 años;
40829304;2023-11-07 08:03:20;2023-11-07 08:03:43;311750;Completa;Desktop;Historia de Madrid;10;10;10;;10;;De 41 a 65 años;Masculino
40829306;2023-11-07 08:03:43;2023-11-07 08:04:09;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 41 a 65 años;
40829308;2023-11-07 08:04:09;2023-11-07 08:04:36;311750;Completa;Desktop;Historia de Madrid;8;3;8;8;5;;De 26 a 40 años;Femenino
40829310;2023-11-07 08:04:36;2023-11-07 08:04:58;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 26 a 40 años;
40829311;2023-11-07 08:04:58;2023-11-07 08:05:26;311750;Completa;Desktop;Historia de Madrid;10;10;10;;9;;De 26 a 40 años;Masculino
40829315;2023-11-07 08:05:26;2023-11-07 08:06:01;311750;Completa;Desktop;Historia de Madrid;10;10;10;;10;;De 41 a 65 años;Masculino
